probe	hgnc	ensembl
11738896_a_at	CD200R1L	ENSG00000206531
11724001_a_at	LNP1	ENSG00000206535
11742549_at	OR5K3	ENSG00000206536
11757631_s_at	VGLL3	ENSG00000206538
11758074_s_at	VGLL3	ENSG00000206538
11762501_at	VGLL3	ENSG00000206538
11763966_at	TRIM71	ENSG00000206557
11734427_at	TRIM71	ENSG00000206557
11737254_a_at1	ZCWPW2	ENSG00000206559
11722637_a_at	ANKRD28	ENSG00000206560
11752240_a_at	ANKRD28	ENSG00000206560
11722638_at	ANKRD28	ENSG00000206560
11748347_a_at	ANKRD28	ENSG00000206560
11731849_a_at	COLQ	ENSG00000206561
11731850_a_at	COLQ	ENSG00000206561
11749943_x_at	METTL6	ENSG00000206562
11734758_x_at	METTL6	ENSG00000206562
11734756_at	METTL6	ENSG00000206562
11734757_a_at	METTL6	ENSG00000206562
11731971_at	XKR4	ENSG00000206579
11757118_at	SNORA2A	ENSG00000206612
11757160_at	SNORA30	ENSG00000206755
11757161_x_at	SNORA30	ENSG00000206755
11757139_x_at	SNORA5A	ENSG00000206838
11763899_at	SNORA70B	ENSG00000206937
11757163_at1	SNORA54	ENSG00000207008
11757151_s_at	SNORA72	ENSG00000207067
11757143_s_at	SNORA15	ENSG00000207168
11763898_at	SNORA37	ENSG00000207233
11763926_x_at	SNORA70C	ENSG00000207268
11757131_at	SNORD15B	ENSG00000207445
11763919_at	SNORA19	ENSG00000207468
11763913_at	SNORA80E	ENSG00000207475
11763918_at	SNORA46	ENSG00000207493
11757173_x_at	SNORD94	ENSG00000208772
11757175_at	SNORA35	ENSG00000208839
11757176_x_at	SNORA35	ENSG00000208839
11757135_x_at	SNORA49	ENSG00000208892
11757266_s_at	GPX3	ENSG00000211445
11730170_a_at	GPX3	ENSG00000211445
11721580_a_at	DIO2	ENSG00000211448
11749826_a_at	DIO2	ENSG00000211448
11741639_a_at	DIO2	ENSG00000211448
11733463_a_at	DIO2	ENSG00000211448
11721579_a_at	DIO2	ENSG00000211448
11717148_s_at	SELENOH	ENSG00000211450
11757822_x_at	SELENOH	ENSG00000211450
11763501_s_at	GNRHR2	ENSG00000211451
11755957_s_at	GNRHR2	ENSG00000211451
11745662_s_at	GNRHR2	ENSG00000211451
11729361_x_at	DIO1	ENSG00000211452
11753711_x_at	DIO1	ENSG00000211452
11729362_a_at	DIO1	ENSG00000211452
11737601_a_at	DIO1	ENSG00000211452
11729360_a_at	DIO1	ENSG00000211452
11753737_a_at	DIO1	ENSG00000211452
11753738_x_at	DIO1	ENSG00000211452
11735600_x_at	AKR7L	ENSG00000211454
11749526_a_at	STK38L	ENSG00000211455
11729666_at	STK38L	ENSG00000211455
11729665_a_at	STK38L	ENSG00000211455
11729664_s_at	STK38L	ENSG00000211455
11755387_a_at	SACM1L	ENSG00000211456
11741011_a_at	SACM1L	ENSG00000211456
11747673_a_at	SACM1L	ENSG00000211456
11754940_s_at	TSN	ENSG00000211460
11727370_at	TSN	ENSG00000211460
11756487_a_at	TSN	ENSG00000211460
11727369_a_at	TSN	ENSG00000211460
11751711_s_at	SLC48A1	ENSG00000211584
11751710_a_at	SLC48A1	ENSG00000211584
11719813_s_at	SLC48A1	ENSG00000211584
11719812_a_at	SLC48A1	ENSG00000211584
11763011_at	IGKC	ENSG00000211592
11759684_at	IGKC	ENSG00000211592
11763131_x_at	IGKC	ENSG00000211592
11759652_x_at	IGKC	ENSG00000211592
11763253_x_at	IGKC	ENSG00000211592
11763663_x_at	IGKC	ENSG00000211592
11763132_x_at	IGKC	ENSG00000211592
11763640_x_at	IGKC	ENSG00000211592
11763124_at	IGKC	ENSG00000211592
11763120_at	IGKC	ENSG00000211592
11763684_x_at	IGKC	ENSG00000211592
11763125_x_at	IGKC	ENSG00000211592
11753832_x_at	IGKC	ENSG00000211592
11763144_x_at	IGKC	ENSG00000211592
11763256_at	IGKC	ENSG00000211592
11755382_x_at	IGLV1-44	ENSG00000211651
11763239_x_at	IGLV1-44	ENSG00000211651
11763225_x_at	IGLC1	ENSG00000211675
11763237_x_at	IGLC1	ENSG00000211675
11759705_x_at	IGLC1	ENSG00000211675
11760273_x_at	TRGC1	ENSG00000211689
11761264_x_at	TRGC1	ENSG00000211689
11762099_x_at	IGHA1	ENSG00000211895
11760137_x_at	IGHA1	ENSG00000211895
11763095_x_at	IGHG1	ENSG00000211896
11745262_at	IGHV5-78	ENSG00000211978
11761749_at	IGHV7-81	ENSG00000211979
11735579_at	TSSK1B	ENSG00000212122
11747360_s_at	TSSK1B	ENSG00000212122
11735580_s_at	TSSK1B	ENSG00000212122
11728629_a_at	PRR22	ENSG00000212123
11738326_at1	TAS2R19	ENSG00000212124
11738919_at1	TAS2R50	ENSG00000212126
11734579_at1	TAS2R14	ENSG00000212127
11732780_at1	TAS2R13	ENSG00000212128
11757178_at	SNORD67	ENSG00000212135
11763892_at	SNORD17	ENSG00000212232
11757124_x_at	SNORA74B	ENSG00000212402
11757123_at	SNORA74B	ENSG00000212402
11757165_at	SNORA53	ENSG00000212443
11757114_at	SNORA12	ENSG00000212464
11757116_x_at	SNORA26	ENSG00000212588
11757154_at	SNORA3B	ENSG00000212607
11757155_x_at	SNORA3B	ENSG00000212607
11734370_at1	CTAGE1	ENSG00000212710
11734369_at1	CTAGE1	ENSG00000212710
11755848_a_at	LINC02693	ENSG00000212719
11758874_at	LINC02693	ENSG00000212719
11758875_at	LINC02693	ENSG00000212719
11742338_s_at1	KRTAP4-9	ENSG00000212722
11738938_at1	KRTAP2-1	ENSG00000212725
11729781_at	RTL8B	ENSG00000212747
11729780_at	RTL8B	ENSG00000212747
11751183_s_at	EWSAT1	ENSG00000212766
11754621_s_at	EWSAT1	ENSG00000212766
11724091_s_at	RNF208	ENSG00000212864
11759264_x_at1	KRTAP3-3	ENSG00000212899
11759263_at1	KRTAP3-3	ENSG00000212899
11735840_at1	KRTAP3-2	ENSG00000212900
11738302_s_at1	KRTAP3-1	ENSG00000212901
11738301_at1	KRTAP3-1	ENSG00000212901
11740272_at	MAP10	ENSG00000212916
11740271_at	MAP10	ENSG00000212916
11742178_x_at	KRTAP12-4	ENSG00000212933
11742177_at	KRTAP12-4	ENSG00000212933
11715175_x_at	KRTAP10-3	ENSG00000212935
11738442_at	KRTAP6-3	ENSG00000212938
11753582_x_at	PTTG3P	ENSG00000213005
11723775_a_at	ZNF580	ENSG00000213015
11740629_a_at	ZNF611	ENSG00000213020
11746142_a_at	ZNF611	ENSG00000213020
11746143_x_at	ZNF611	ENSG00000213020
11753543_a_at	KLK9	ENSG00000213022
11732745_a_at	SYT3	ENSG00000213023
11736410_a_at	NUP62	ENSG00000213024
11744599_x_at	NUP62	ENSG00000213024
11736409_a_at	NUP62	ENSG00000213024
11736411_s_at	NUP62	ENSG00000213024
11750775_a_at	DENND1B	ENSG00000213047
11759340_at	DENND1B	ENSG00000213047
11740132_at	DENND1B	ENSG00000213047
11740794_at	C1orf220	ENSG00000213057
11728033_at	SFT2D2	ENSG00000213064
11751329_s_at	CEP43	ENSG00000213066
11737794_a_at	CEP43	ENSG00000213066
11747831_a_at	CEP43	ENSG00000213066
11751328_a_at	CEP43	ENSG00000213066
11740822_at	LPAL2	ENSG00000213071
11736990_at	LPAL2	ENSG00000213071
11748406_a_at	SCAF8	ENSG00000213079
11744959_x_at	SCAF8	ENSG00000213079
11748407_x_at	SCAF8	ENSG00000213079
11723308_s_at	SCAF8	ENSG00000213079
11733359_a_at	CFAP45	ENSG00000213085
11757035_a_at	ACKR1	ENSG00000213088
11762349_x_at	ZNF254	ENSG00000213096
11749641_x_at	ZNF254	ENSG00000213096
11723527_a_at	DYNLT2B	ENSG00000213123
11755040_a_at	CRYGS	ENSG00000213139
11721704_a_at	CRIP1	ENSG00000213145
11737461_at	LINGO4	ENSG00000213171
11763881_at	FAM24B	ENSG00000213185
11728600_at	FAM24B	ENSG00000213185
11763928_at	FAM24B	ENSG00000213185
11724120_a_at	TRIM59	ENSG00000213186
11755719_a_at	MLLT11	ENSG00000213190
11753830_a_at	MLLT11	ENSG00000213190
11731066_x_at	GIMAP1	ENSG00000213203
11731065_a_at	GIMAP1	ENSG00000213203
11759632_a_at	CCDC183	ENSG00000213213
11737524_a_at	CCDC183	ENSG00000213213
11738908_at1	OR2F1	ENSG00000213215
11761158_x_at	NOC2LP1	ENSG00000213225
11725909_a_at	TCL1B	ENSG00000213231
11717343_a_at	SUPT4H1	ENSG00000213246
11717342_a_at	SUPT4H1	ENSG00000213246
11741987_a_at	TSGA13	ENSG00000213265
11719188_at	NRAS	ENSG00000213281
11719189_at	NRAS	ENSG00000213281
11729076_x_at1	LTC4S	ENSG00000213316
11726350_at	ANKRD39	ENSG00000213337
11722214_a_at	QTRT1	ENSG00000213339
11754747_x_at	QTRT1	ENSG00000213339
11754797_a_at	CHUK	ENSG00000213341
11746877_a_at	MXD3	ENSG00000213347
11725748_a_at	MXD3	ENSG00000213347
11735170_at	MXD3	ENSG00000213347
11737826_at	GSTM2	ENSG00000213366
11751809_a_at	LINC00671	ENSG00000213373
11719346_a_at	ARHGAP19	ENSG00000213390
11719347_a_at	ARHGAP19	ENSG00000213390
11719348_a_at	ARHGAP19	ENSG00000213390
11753284_x_at	HAUS7	ENSG00000213397
11757322_a_at	HAUS7	ENSG00000213397
11746704_x_at	HAUS7	ENSG00000213397
11725886_a_at	LCAT	ENSG00000213398
11715249_s_at	MAGEA12	ENSG00000213401
11718849_at	PTPRCAP	ENSG00000213402
11735908_a_at1	KRTAP4-12	ENSG00000213416
11731829_x_at	GPC2	ENSG00000213420
11731828_at	GPC2	ENSG00000213420
11740070_a_at	KRT222	ENSG00000213424
11740069_a_at	KRT222	ENSG00000213424
11720117_a_at	SIPA1	ENSG00000213445
11761096_at	ARL2	ENSG00000213465
11718129_x_at	ARL2	ENSG00000213465
11755963_a_at	TTLL13P	ENSG00000213471
11741675_s_at	GBP7	ENSG00000213512
11726095_at	RBMXL1	ENSG00000213516
11758378_s_at	RBMXL1	ENSG00000213516
11726096_s_at	RBMXL1	ENSG00000213516
11742689_a_at	SRA1	ENSG00000213523
11736623_a_at	STIMATE	ENSG00000213533
11763162_a_at	DNAJC9	ENSG00000213551
11759073_a_at	DNAJC9	ENSG00000213551
11763163_at	DNAJC9	ENSG00000213551
11731987_a_at	DNAJC9	ENSG00000213551
11722484_a_at	C8orf82	ENSG00000213563
11758129_s_at	CPLX3	ENSG00000213578
11715655_s_at	VDAC1	ENSG00000213585
11723493_a_at1	ZBTB9	ENSG00000213588
11715612_s_at	TMX2	ENSG00000213593
11747488_a_at	TMX2	ENSG00000213593
11760537_x_at	HEXA	ENSG00000213614
11760301_x_at	HEXA	ENSG00000213614
11760536_a_at	HEXA	ENSG00000213614
11756829_x_at	HEXA	ENSG00000213614
11760303_x_at	HEXA	ENSG00000213614
11760302_a_at	HEXA	ENSG00000213614
11716888_s_at	HEXA	ENSG00000213614
11762848_a_at	HEXA	ENSG00000213614
11757413_a_at1	NDUFS3	ENSG00000213619
11761438_at1	NDUFS3	ENSG00000213619
11725678_s_at	LEPROT	ENSG00000213625
11716161_s_at	LBH	ENSG00000213626
11716162_at	LBH	ENSG00000213626
11716160_at	LBH	ENSG00000213626
11725614_s_at	PPP1CB	ENSG00000213639
11725616_at	PPP1CB	ENSG00000213639
11725615_a_at	PPP1CB	ENSG00000213639
11746720_a_at	PPP1CB	ENSG00000213639
11760549_at	PPP1CB	ENSG00000213639
11757308_s_at	PPP1CB	ENSG00000213639
11744896_a_at1	GPSM3	ENSG00000213654
11726777_a_at	LAT	ENSG00000213658
11743748_a_at	LAT	ENSG00000213658
11749405_a_at	NCKIPSD	ENSG00000213672
11720419_at	NCKIPSD	ENSG00000213672
11760656_at	NCKIPSD	ENSG00000213672
11747854_x_at1	ATF6B	ENSG00000213676
11720962_x_at1	ATF6B	ENSG00000213676
11725905_a_at	S1PR3	ENSG00000213694
11720690_a_at	SLC35F6	ENSG00000213699
11746713_a_at	SLC35F6	ENSG00000213699
11748001_x_at	SLC35F6	ENSG00000213699
11757474_x_at1	CLIC1	ENSG00000213719
11722009_a_at1	CLIC1	ENSG00000213719
11746251_x_at1	CLIC1	ENSG00000213719
11715863_x_at1	DDAH2	ENSG00000213722
11757080_s_at	RPS29	ENSG00000213741
11730323_at	RPS29	ENSG00000213741
11757629_x_at	RPS29	ENSG00000213741
11715272_s_at	UGT2B11	ENSG00000213759
11734924_a_at1	ATP6V1G2	ENSG00000213760
11755721_a_at1	ATP6V1G2	ENSG00000213760
11731499_at	ZNF134	ENSG00000213762
11731498_a_at	ZNF134	ENSG00000213762
11759059_at	ZNF134	ENSG00000213762
11731497_a_at	ZNF134	ENSG00000213762
11762181_a_at1	GTF2H4	ENSG00000213780
11761557_at	DDX47	ENSG00000213782
11734095_x_at	ZNF845	ENSG00000213799
11749462_x_at	ZNF845	ENSG00000213799
11742505_at	CEACAM18	ENSG00000213822
11728709_a_at	EMP2	ENSG00000213853
11728708_at	EMP2	ENSG00000213853
11728706_x_at	EMP2	ENSG00000213853
11728707_a_at	EMP2	ENSG00000213853
11725177_at1	KCTD11	ENSG00000213859
11725178_at1	KCTD11	ENSG00000213859
11743639_s_at	PPM1N	ENSG00000213889
11738364_a_at	CEACAM16	ENSG00000213892
11728107_a_at	SLC23A3	ENSG00000213901
11731134_a_at1	LTB4R	ENSG00000213903
11731135_a_at1	LTB4R	ENSG00000213903
11746301_s_at1	LTB4R2	ENSG00000213906
11731844_a_at	DNASE1	ENSG00000213918
11762835_a_at	DNASE1	ENSG00000213918
11741742_at1	LEUTX	ENSG00000213921
11759376_at	CCL27	ENSG00000213927
11715295_s_at	CCL27	ENSG00000213927
11746155_a_at1	IRF9	ENSG00000213928
11720208_a_at1	IRF9	ENSG00000213928
11720209_at1	IRF9	ENSG00000213928
11746156_x_at1	IRF9	ENSG00000213928
11753952_a_at	GALT	ENSG00000213930
11753714_a_at	HBE1	ENSG00000213931
11758698_x_at	HBG1	ENSG00000213934
11731342_at	CLDN9	ENSG00000213937
11737127_a_at	ITGA1	ENSG00000213949
11730496_x_at	NUDT19	ENSG00000213965
11760343_x_at	ZNF726	ENSG00000213967
11760841_at	ZNF99	ENSG00000213973
11742222_x_at	ZNF99	ENSG00000213973
11736578_a_at	AP1G2	ENSG00000213983
11761376_a_at	ZNF90	ENSG00000213988
11735647_at	ZNF90	ENSG00000213988
11761377_x_at	ZNF90	ENSG00000213988
11735646_x_at	ZNF90	ENSG00000213988
11716321_a_at	NAXD	ENSG00000213995
11745729_a_at	NAXD	ENSG00000213995
11761243_at	NAXD	ENSG00000213995
11735622_a_at	TM6SF2	ENSG00000213996
11759914_at	GANC	ENSG00000214013
11729369_a_at	GANC	ENSG00000214013
11729368_at	GANC	ENSG00000214013
11729370_at	GANC	ENSG00000214013
11761666_x_at	TTLL3	ENSG00000214021
11717111_a_at	REPIN1	ENSG00000214022
11717110_a_at	REPIN1	ENSG00000214022
11717112_a_at	REPIN1	ENSG00000214022
11717024_at1	MRPL23	ENSG00000214026
11757199_at	LINC02418	ENSG00000214039
11738439_x_at	IFNA7	ENSG00000214042
11763603_a_at	LINC02347	ENSG00000214043
11743305_a_at	SMIM7	ENSG00000214046
11753942_a_at	UCA1	ENSG00000214049
11745255_a_at	FBXO16	ENSG00000214050
11757662_a_at	FBXO16	ENSG00000214050
11740991_a_at	TSPAN4	ENSG00000214063
11716997_x_at	TSPAN4	ENSG00000214063
11716996_a_at	TSPAN4	ENSG00000214063
11740526_x_at	TSPAN4	ENSG00000214063
11719048_a_at	CPNE1	ENSG00000214078
11739125_x_at	CPNE1	ENSG00000214078
11756427_x_at	ARL16	ENSG00000214087
11761037_x_at	ARL16	ENSG00000214087
11749914_a_at	SMCO1	ENSG00000214097
11735540_at1	WEE2	ENSG00000214102
11738051_a_at	MAGEB1	ENSG00000214107
11753271_a_at	MAGEB1	ENSG00000214107
11721321_x_at	LYRM4	ENSG00000214113
11721320_s_at	LYRM4	ENSG00000214113
11721319_s_at	LYRM4	ENSG00000214113
11760673_x_at	LYRM4	ENSG00000214113
11736969_at	TMEM213	ENSG00000214128
11736970_at	TMEM213	ENSG00000214128
11736968_at	TMEM213	ENSG00000214128
11741709_x_at	PRCD	ENSG00000214140
11749588_a_at	ALG3	ENSG00000214160
11727061_a_at	ALG3	ENSG00000214160
11759132_at	SH3D21	ENSG00000214193
11744640_x_at	SH3D21	ENSG00000214193
11744639_a_at	SH3D21	ENSG00000214193
11748305_s_at	TTC41P	ENSG00000214198
11754708_s_at	TTC41P	ENSG00000214198
11737038_at	C19orf38	ENSG00000214212
11738591_a_at	IQCJ	ENSG00000214216
11738877_at	IQCJ	ENSG00000214216
11759249_at	C17orf67	ENSG00000214226
11737598_a_at	C17orf67	ENSG00000214226
11723286_a_at	FIS1	ENSG00000214253
11721569_a_at	ANG	ENSG00000214274
11742672_at	NPS	ENSG00000214285
11741221_a_at	COLCA2	ENSG00000214290
11734372_at	MBLAC1	ENSG00000214309
11745577_at	C3orf56	ENSG00000214324
11741892_at	FOXI3	ENSG00000214336
11762570_at	OR4F13P	ENSG00000214344
11718464_s_at	NEURL1B	ENSG00000214357
11727265_a_at	HAUS3	ENSG00000214367
11727266_at	HAUS3	ENSG00000214367
11760154_at	HAUS3	ENSG00000214367
11715325_at	VSTM5	ENSG00000214376
11759467_at	VSTM5	ENSG00000214376
11715326_s_at	VSTM5	ENSG00000214376
11741812_x_at	LCNL1	ENSG00000214402
11759950_a_at	LCNL1	ENSG00000214402
11742492_at	TRIM77	ENSG00000214414
11738376_at	GNAT3	ENSG00000214415
11737160_at	PLIN5	ENSG00000214456
11753554_a_at	SPINK13	ENSG00000214510
11742179_at	HIGD1C	ENSG00000214511
11738212_at	NOTO	ENSG00000214513
11744165_a_at	PPME1	ENSG00000214517
11758732_at	STARD10	ENSG00000214530
11715807_a_at	STARD10	ENSG00000214530
11762427_at	LRRC37A11P	ENSG00000214553
11740970_s_at	NUTM2D	ENSG00000214562
11749840_a_at1	CPEB1	ENSG00000214575
11741104_s_at1	CPEB1	ENSG00000214575
11758432_s_at1	CPEB1	ENSG00000214575
11736860_s_at1	CPEB1	ENSG00000214575
11749737_a_at1	CPEB1	ENSG00000214575
11747864_a_at1	CPEB1	ENSG00000214575
11741756_a_at1	CPEB1	ENSG00000214575
11725575_a_at	EML6	ENSG00000214595
11738974_at	DEFB113	ENSG00000214642
11751873_at	DEFB133	ENSG00000214643
11757227_at	B3GALT9	ENSG00000214654
11760086_at	ZSWIM8	ENSG00000214655
11717806_a_at	ZSWIM8	ENSG00000214655
11730668_at	IQCF5	ENSG00000214681
11732101_at	IQCF6	ENSG00000214686
11734357_a_at	ARHGEF33	ENSG00000214694
11735899_at	C12orf71	ENSG00000214700
11755876_a_at	IFRD2	ENSG00000214706
11718276_x_at	IFRD2	ENSG00000214706
11732068_a_at	CAPN14	ENSG00000214711
11755794_a_at	CAPN14	ENSG00000214711
11718794_at	ZBED1	ENSG00000214717
11749013_x_at	ZBED1	ENSG00000214717
11750094_x_at	TOMM6	ENSG00000214736
11720548_at	HNRNPUL2	ENSG00000214753
11735433_at	FER1L6	ENSG00000214814
11734403_at	MTCP1	ENSG00000214827
11758599_s_at	RAD51AP2	ENSG00000214842
11750270_x_at	LINC00612	ENSG00000214851
11750268_a_at	LINC00612	ENSG00000214851
11750269_at	LINC00612	ENSG00000214851
11763789_at	APOC1P1	ENSG00000214855
11740563_at1	EVPLL	ENSG00000214860
11757720_s_at1	EVPLL	ENSG00000214860
11743717_at	SMTNL1	ENSG00000214872
11762445_a_at	LINC01588	ENSG00000214900
11737595_at	LINC01588	ENSG00000214900
11762707_a_at	LINC01588	ENSG00000214900
11725195_a_at	ZSWIM7	ENSG00000214941
11725196_s_at	ZSWIM7	ENSG00000214941
11755505_a_at	ZSWIM7	ENSG00000214941
11755922_a_at	ARHGEF28	ENSG00000214944
11759746_a_at	ARHGEF28	ENSG00000214944
11760999_a_at	ARHGEF28	ENSG00000214944
11755923_x_at	ARHGEF28	ENSG00000214944
11763593_a_at	ARHGEF28	ENSG00000214944
11760793_x_at	TBC1D26	ENSG00000214946
11754837_a_at	LRRC69	ENSG00000214954
11740197_s_at	CRPPA	ENSG00000214960
11741930_at	ACSM4	ENSG00000215009
11738396_a_at	COL28A1	ENSG00000215018
11753313_a_at	PHB2	ENSG00000215021
11715384_x_at	PHB2	ENSG00000215021
11715383_a_at	PHB2	ENSG00000215021
11720711_a_at1	NEURL4	ENSG00000215041
11741371_at	GRID2IP	ENSG00000215045
11755279_x_at6	HLA-DPB1	ENSG00000215048
11758369_x_at6	HLA-DPB1	ENSG00000215048
11760878_x_at6	HLA-DPB1	ENSG00000215048
11761307_x_at6	HLA-DPB1	ENSG00000215048
11758772_x_at6	HLA-DPB1	ENSG00000215048
11760799_x_at6	HLA-DPB1	ENSG00000215048
11717300_x_at6	HLA-DPB1	ENSG00000215048
11761306_at6	HLA-DPB1	ENSG00000215048
11717299_at6	HLA-DPB1	ENSG00000215048
11758771_at6	HLA-DPB1	ENSG00000215048
11756073_x_at6	HLA-DPB1	ENSG00000215048
11757801_x_at6	HLA-DPB1	ENSG00000215048
11759666_x_at6	HLA-DPB1	ENSG00000215048
11752365_at	XRCC6P5	ENSG00000215070
11719630_a_at7	BRD2	ENSG00000215077
11719629_a_at7	BRD2	ENSG00000215077
11719878_at	UBXN2B	ENSG00000215114
11719879_at	UBXN2B	ENSG00000215114
11734236_at	C16orf90	ENSG00000215131
11743215_at	PRSS41	ENSG00000215148
11728353_at	MSMP	ENSG00000215183
11753938_a_at	FAM166B	ENSG00000215187
11730953_a_at	PEX26	ENSG00000215193
11730954_a_at	PEX26	ENSG00000215193
11763084_at	PEX26	ENSG00000215193
11736832_a_at	PEX26	ENSG00000215193
11757200_x_at	BASP1-AS1	ENSG00000215196
11731287_at	GRXCR1	ENSG00000215203
11759505_at	C5orf49	ENSG00000215217
11743595_at	C5orf49	ENSG00000215217
11744075_at	UBE2QL1	ENSG00000215218
11719477_a_at	FASTKD5	ENSG00000215251
11755575_a_at	KCNU1	ENSG00000215262
11726108_at	HOMEZ	ENSG00000215271
11726109_at	HOMEZ	ENSG00000215271
11737719_at	GAGE10	ENSG00000215274
11715903_at	DDX3X	ENSG00000215301
11752296_x_at	DDX3X	ENSG00000215301
11750751_x_at	DDX3X	ENSG00000215301
11750750_a_at	DDX3X	ENSG00000215301
11715904_s_at	DDX3X	ENSG00000215301
11748960_a_at	DDX3X	ENSG00000215301
11758021_s_at	DDX3X	ENSG00000215301
11715905_x_at	DDX3X	ENSG00000215301
11725135_a_at	VPS16	ENSG00000215305
11755935_a_at	MYL5	ENSG00000215375
11740758_a_at	MIR99AHG	ENSG00000215386
11738102_at	MIR99AHG	ENSG00000215386
11734405_at	SCRT2	ENSG00000215397
11755889_at	ZNF407	ENSG00000215421
11755805_a_at	ZNF407	ENSG00000215421
11755806_at	ZNF407	ENSG00000215421
11726513_s_at	ZNF407	ENSG00000215421
11763778_a_at	MCM3AP-AS1	ENSG00000215424
11734613_x_at	KRTAP10-4	ENSG00000215454
11734612_at	KRTAP10-4	ENSG00000215454
11715174_s_at	KRTAP10-1	ENSG00000215455
11735408_at	SIAH3	ENSG00000215475
11752416_at	LINC00598	ENSG00000215483
11747227_x_at	LINC00598	ENSG00000215483
11741530_at	EFCAB8	ENSG00000215529
11753550_a_at	LINC00189	ENSG00000215533
11738969_at	DEFB116	ENSG00000215545
11738973_at	DEFB115	ENSG00000215547
11745588_at	TTTY5	ENSG00000215560
11737633_at	GAB4	ENSG00000215568
11749383_a_at	BCORP1	ENSG00000215580
11732743_at	C20orf202	ENSG00000215595
11764043_a_at1	HMX1	ENSG00000215612
11733657_a_at1	HMX1	ENSG00000215612
11757433_a_at3	TRIM27	ENSG00000215641
11748222_a_at3	TRIM27	ENSG00000215641
11717335_at3	TRIM27	ENSG00000215641
11756776_a_at1	GCGR	ENSG00000215644
11718014_a_at	CELA2B	ENSG00000215704
11763175_at	TMEM242	ENSG00000215712
11740274_at	TMEM242	ENSG00000215712
11740273_at	TMEM242	ENSG00000215712
11753911_s_at	TMEM242	ENSG00000215712
11753910_s_at	TMEM242	ENSG00000215712
11716230_s_at	TMEM167B	ENSG00000215717
11716231_s_at	TMEM167B	ENSG00000215717
11758747_at	TMEM167B	ENSG00000215717
11716229_s_at	TMEM167B	ENSG00000215717
11722134_a_at	TNFRSF25	ENSG00000215788
11754139_a_at	TNFRSF25	ENSG00000215788
11720469_a_at	TSTD1	ENSG00000215845
11737529_a_at	RPTN	ENSG00000215853
11741823_at	NBPF7	ENSG00000215864
11754602_a_at	CYB5RL	ENSG00000215883
11739874_x_at	ATAD3C	ENSG00000215915
11739873_s_at	ATAD3C	ENSG00000215915
11746996_a_at	CCDC7	ENSG00000216937
11738013_a_at	CCDC7	ENSG00000216937
11734360_a_at	CCDC7	ENSG00000216937
11732074_a_at	CCDC7	ENSG00000216937
11753557_a_at	CCDC7	ENSG00000216937
11745122_a_at	FNIP1	ENSG00000217128
11731053_a_at	FNIP1	ENSG00000217128
11731054_s_at	FNIP1	ENSG00000217128
11731055_x_at	FNIP1	ENSG00000217128
11759472_at	SP9	ENSG00000217236
11715336_x_at	SP9	ENSG00000217236
11732717_at	SYCE3	ENSG00000217442
11745576_at	KIRREL3-AS3	ENSG00000218109
11727984_at	TENM3	ENSG00000218336
11727985_at	TENM3	ENSG00000218336
11727986_at	TENM3	ENSG00000218336
11736885_at	PAPOLB	ENSG00000218823
11736886_a_at	PAPOLB	ENSG00000218823
11724976_at	ZNF579	ENSG00000218891
11724637_s_at	CATSPERZ	ENSG00000219435
11726155_s_at	TAFA5	ENSG00000219438
11726154_s_at	TAFA5	ENSG00000219438
11758614_s_at	TAFA5	ENSG00000219438
11760964_x_at	NBPF1	ENSG00000219481
11745906_at	UMAD1	ENSG00000219545
11745907_at	UMAD1	ENSG00000219545
11735684_at	PPP1R3G	ENSG00000219607
11733651_x_at	FAM228B	ENSG00000219626
11733649_a_at	FAM228B	ENSG00000219626
11733650_s_at	FAM228B	ENSG00000219626
11740914_at	LINGO3	ENSG00000220008
11730531_at	ZGLP1	ENSG00000220201
11716068_a_at	VAMP2	ENSG00000220205
11716067_at	VAMP2	ENSG00000220205
11738610_at5	OR10C1	ENSG00000220550
11752938_a_at	HTR5A-AS1	ENSG00000220575
11763897_at	SNORA77	ENSG00000221643
11738443_at1	OR6B1	ENSG00000221813
11745370_a_at	EBF2	ENSG00000221818
11753306_a_at	EBF2	ENSG00000221818
11737035_a_at	EBF2	ENSG00000221818
11738445_at	GAS8-AS1	ENSG00000221819
11724332_at	C6orf226	ENSG00000221821
11728881_at	PPP3R1	ENSG00000221823
11728880_s_at	PPP3R1	ENSG00000221823
11728879_at	PPP3R1	ENSG00000221823
11747093_a_at	PPP3R1	ENSG00000221823
11756256_a_at	FANCG	ENSG00000221829
11738758_x_at1	OR2A5	ENSG00000221836
11715181_x_at	KRTAP10-9	ENSG00000221837
11751631_s_at	AP4M1	ENSG00000221838
11750253_a_at	AP4M1	ENSG00000221838
11751622_a_at	AP4M1	ENSG00000221838
11755262_a_at	AP4M1	ENSG00000221838
11751623_s_at	AP4M1	ENSG00000221838
11742346_at	OR4A5	ENSG00000221840
11755856_a_at	C2orf16	ENSG00000221843
11738336_at	C7orf65	ENSG00000221845
11729095_at1	KRTAP1-5	ENSG00000221852
11735985_at1	TAS2R41	ENSG00000221855
11738737_at1	OR2A12	ENSG00000221858
11742148_at	KRTAP10-10	ENSG00000221859
11742149_x_at	KRTAP10-10	ENSG00000221859
11742006_at	KRTAP12-2	ENSG00000221864
11742007_x_at	KRTAP12-2	ENSG00000221864
11727712_at	PLXNA4	ENSG00000221866
