probe	hgnc	ensembl
11734461_x_at	RFPL2	ENSG00000128253
11741524_a_at	C22orf24	ENSG00000128254
11741525_at	C22orf24	ENSG00000128254
11751718_a_at	C22orf24	ENSG00000128254
11760765_x_at	POM121L9P	ENSG00000128262
11723488_at	GNAZ	ENSG00000128266
11749524_a_at	GNAZ	ENSG00000128266
11722132_a_at	MGAT3	ENSG00000128268
11722133_a_at	MGAT3	ENSG00000128268
11757047_x_at	ATF4	ENSG00000128272
11721503_a_at	A4GALT	ENSG00000128274
11763671_at	A4GALT	ENSG00000128274
11745024_a_at	A4GALT	ENSG00000128274
11763670_at	A4GALT	ENSG00000128274
11722206_x_at	CDC42EP1	ENSG00000128283
11722205_at	CDC42EP1	ENSG00000128283
11749862_a_at	APOL3	ENSG00000128284
11723975_x_at	APOL3	ENSG00000128284
11723974_a_at	APOL3	ENSG00000128284
11725147_at	MCHR1	ENSG00000128285
11756848_a_at	MCHR1	ENSG00000128285
11721498_a_at	TPST2	ENSG00000128294
11727348_a_at	BAIAP2L2	ENSG00000128298
11753895_x_at	MPST	ENSG00000128309
11737382_x_at	GALR3	ENSG00000128310
11718418_a_at	TST	ENSG00000128311
11734516_at1	APOL5	ENSG00000128313
11728026_x_at	IGLL1	ENSG00000128322
11715245_s_at	IGLL1	ENSG00000128322
11751299_a_at	APOL2	ENSG00000128335
11744263_s_at	RAC2	ENSG00000128340
11726498_at	LIF	ENSG00000128342
11758619_s_at	LIF	ENSG00000128342
11726497_at	LIF	ENSG00000128342
11743711_a_at	C22orf23	ENSG00000128346
11761502_at	APOBEC3F	ENSG00000128394
11741257_x_at	APOBEC3F	ENSG00000128394
11730602_at	APOBEC3F	ENSG00000128394
11741256_s_at	APOBEC3F	ENSG00000128394
11741255_at	APOBEC3F	ENSG00000128394
11724691_at	RIBC2	ENSG00000128408
11762905_x_at	KRT17	ENSG00000128422
11762904_at	KRT17	ENSG00000128422
11718855_a_at	EMC4	ENSG00000128463
11753572_a_at	EMC4	ENSG00000128463
11753573_x_at	EMC4	ENSG00000128463
11760985_at	EMC4	ENSG00000128463
11751232_a_at	RNF112	ENSG00000128482
11726419_at	RNF112	ENSG00000128482
11736725_a_at	SPECC1	ENSG00000128487
11759015_at	SPECC1	ENSG00000128487
11756758_x_at	SPECC1	ENSG00000128487
11729735_a_at	SPECC1	ENSG00000128487
11729129_a_at	CPA4	ENSG00000128510
11729128_at	CPA4	ENSG00000128510
11749444_a_at	CPA4	ENSG00000128510
11747730_a_at	DOCK4	ENSG00000128512
11726190_a_at	DOCK4	ENSG00000128512
11751895_a_at	DOCK4	ENSG00000128512
11733080_a_at	POT1	ENSG00000128513
11741651_a_at	POT1	ENSG00000128513
11733079_a_at	POT1	ENSG00000128513
11738764_at	TAS2R16	ENSG00000128519
11715865_a_at	ATP6V1F	ENSG00000128524
11715866_x_at	ATP6V1F	ENSG00000128524
11727896_a_at	LSM8	ENSG00000128534
11727897_a_at	LSM8	ENSG00000128534
11724940_x_at	CDHR3	ENSG00000128536
11724939_at	CDHR3	ENSG00000128536
11746999_a_at	CDHR3	ENSG00000128536
11750333_a_at	CDHR3	ENSG00000128536
11720027_x_at	VGF	ENSG00000128564
11720026_a_at	VGF	ENSG00000128564
11715764_a_at	PODXL	ENSG00000128567
11736678_s_at	PODXL	ENSG00000128567
11715763_a_at	PODXL	ENSG00000128567
11738626_a_at	FOXP2	ENSG00000128573
11740634_a_at	FOXP2	ENSG00000128573
11752148_a_at	FOXP2	ENSG00000128573
11762546_at	FOXP2	ENSG00000128573
11753369_a_at	FOXP2	ENSG00000128573
11762955_at	FOXP2	ENSG00000128573
11727167_at	STRIP2	ENSG00000128578
11744325_a_at	STRIP2	ENSG00000128578
11727168_a_at	STRIP2	ENSG00000128578
11748343_a_at	IFT22	ENSG00000128581
11724265_x_at	IFT22	ENSG00000128581
11760604_x_at	IFT22	ENSG00000128581
11724264_a_at	IFT22	ENSG00000128581
11748344_x_at	IFT22	ENSG00000128581
11741365_x_at	IFT22	ENSG00000128581
11729551_s_at	MKLN1	ENSG00000128585
11717234_a_at	MKLN1	ENSG00000128585
11717233_a_at	MKLN1	ENSG00000128585
11730731_s_at	DNAJB9	ENSG00000128590
11757735_s_at	DNAJB9	ENSG00000128590
11762694_x_at	DNAJB9	ENSG00000128590
11720633_a_at	FLNC	ENSG00000128591
11726060_at	LRRC4	ENSG00000128594
11726061_a_at	LRRC4	ENSG00000128594
11725308_a_at	CALU	ENSG00000128595
11725306_s_at	CALU	ENSG00000128595
11725307_s_at	CALU	ENSG00000128595
11728428_a_at	CCDC136	ENSG00000128596
11758405_s_at	SMO	ENSG00000128602
11721795_a_at	SMO	ENSG00000128602
11752974_a_at	IRF5	ENSG00000128604
11762306_a_at	IRF5	ENSG00000128604
11726686_a_at	IRF5	ENSG00000128604
11726687_a_at	IRF5	ENSG00000128604
11726685_a_at	IRF5	ENSG00000128604
11746801_x_at	IRF5	ENSG00000128604
11726291_a_at	LRRC17	ENSG00000128606
11754234_a_at	KLHDC10	ENSG00000128607
11763285_at	KLHDC10	ENSG00000128607
11733563_a_at	KLHDC10	ENSG00000128607
11733562_a_at	KLHDC10	ENSG00000128607
11754079_s_at	NDUFA5	ENSG00000128609
11745002_a_at	FEZF1	ENSG00000128610
11735469_at	OPN1SW	ENSG00000128617
11734731_x_at1	MRPS12	ENSG00000128626
11734730_a_at1	MRPS12	ENSG00000128626
11759535_at1	MRPS12	ENSG00000128626
11744284_a_at1	MRPS12	ENSG00000128626
11743546_a_at	MYO1B	ENSG00000128641
11725454_a_at	MYO1B	ENSG00000128641
11723407_a_at	HOXD1	ENSG00000128645
11730835_a_at	MTX2	ENSG00000128654
11731999_a_at1	PDE11A	ENSG00000128655
11755864_a_at1	PDE11A	ENSG00000128655
11732001_a_at1	PDE11A	ENSG00000128655
11732000_a_at1	PDE11A	ENSG00000128655
11742250_a_at1	PDE11A	ENSG00000128655
11741135_s_at	CHN1	ENSG00000128656
11741136_x_at	CHN1	ENSG00000128656
11741137_a_at	CHN1	ENSG00000128656
11725619_a_at	GAD1	ENSG00000128683
11725618_a_at	GAD1	ENSG00000128683
11729094_a_at	GAD1	ENSG00000128683
11727591_s_at	OSGEPL1	ENSG00000128694
11761691_at	OSGEPL1	ENSG00000128694
11720430_a_at	ORMDL1	ENSG00000128699
11736300_a_at	ORMDL1	ENSG00000128699
11723254_a_at	HAT1	ENSG00000128708
11723255_x_at	HAT1	ENSG00000128708
11725241_at	HOXD9	ENSG00000128709
11757757_s_at	HOXD9	ENSG00000128709
11730129_a_at	HOXD10	ENSG00000128710
11730130_at	HOXD10	ENSG00000128710
11758505_s_at	HOXD13	ENSG00000128714
11733634_at	HOXD13	ENSG00000128714
11718507_a_at	PSMG2	ENSG00000128789
11719691_x_at	TWSG1	ENSG00000128791
11719689_a_at	TWSG1	ENSG00000128791
11719690_at	TWSG1	ENSG00000128791
11715167_at	ARHGAP22	ENSG00000128805
11715207_at	WDFY4	ENSG00000128815
11754556_x_at	EIF2AK4	ENSG00000128829
11760286_at	EIF2AK4	ENSG00000128829
11759877_at	MYO5C	ENSG00000128833
11723823_a_at	MYO5C	ENSG00000128833
11745120_a_at	MYO5C	ENSG00000128833
11753324_a_at	MYO5C	ENSG00000128833
11723824_s_at	MYO5C	ENSG00000128833
11752089_x_at	MYO5C	ENSG00000128833
11752088_a_at	MYO5C	ENSG00000128833
11720017_at	CGNL1	ENSG00000128849
11720015_at	CGNL1	ENSG00000128849
11720016_at	CGNL1	ENSG00000128849
11739770_s_at	TMOD2	ENSG00000128872
11742186_a_at	TMOD2	ENSG00000128872
11750621_a_at	TMOD2	ENSG00000128872
11739769_a_at	TMOD2	ENSG00000128872
11737742_s_at	TTBK2	ENSG00000128881
11745419_a_at	TTBK2	ENSG00000128881
11746222_a_at	TTBK2	ENSG00000128881
11722636_a_at	ELL3	ENSG00000128886
11744216_at	CCDC32	ENSG00000128891
11754257_a_at	CCDC32	ENSG00000128891
11722332_x_at	INO80	ENSG00000128908
11722331_a_at	INO80	ENSG00000128908
11744574_x_at	INO80	ENSG00000128908
11744573_a_at	INO80	ENSG00000128908
11747984_x_at	ICE2	ENSG00000128915
11747983_a_at	ICE2	ENSG00000128915
11722631_s_at	ICE2	ENSG00000128915
11722633_a_at	ICE2	ENSG00000128915
11722632_x_at	ICE2	ENSG00000128915
11722630_a_at	ICE2	ENSG00000128915
11722634_a_at	ICE2	ENSG00000128915
11739650_at	DLL4	ENSG00000128917
11739649_at	DLL4	ENSG00000128917
11730885_a_at	MINDY2	ENSG00000128923
11730886_x_at	MINDY2	ENSG00000128923
11755773_x_at	MINDY2	ENSG00000128923
11720643_a_at	IVD	ENSG00000128928
11720642_a_at	IVD	ENSG00000128928
11743373_a_at	KNSTRN	ENSG00000128944
11726595_a_at	DUT	ENSG00000128951
11726596_x_at	DUT	ENSG00000128951
11726597_a_at	DUT	ENSG00000128951
11728696_x_at	DUT	ENSG00000128951
11742287_a_at	CHAC1	ENSG00000128965
11722407_a_at	CHAC1	ENSG00000128965
11717128_a_at	CLN6	ENSG00000128973
11751706_a_at	CLN6	ENSG00000128973
11718975_at	ARPP19	ENSG00000128989
11718976_x_at	ARPP19	ENSG00000128989
11748649_a_at	VPS13C	ENSG00000129003
11734399_a_at	VPS13C	ENSG00000129003
11719763_a_at	VPS13C	ENSG00000129003
11739612_s_at	CALML4	ENSG00000129007
11739611_a_at	CALML4	ENSG00000129007
11739610_a_at	CALML4	ENSG00000129007
11739613_x_at	CALML4	ENSG00000129007
11716549_s_at1	ISLR	ENSG00000129009
11747852_s_at1	ISLR	ENSG00000129009
11729684_at	THAP10	ENSG00000129028
11717551_a_at	LOXL1	ENSG00000129038
11741286_a_at	ACKR4	ENSG00000129048
11737108_a_at	ACKR4	ENSG00000129048
11748896_s_at	ACKR4	ENSG00000129048
11741285_a_at	ACKR4	ENSG00000129048
11754697_a_at	ANAPC13	ENSG00000129055
11716625_a_at	ANAPC13	ENSG00000129055
11719798_s_at	MBD4	ENSG00000129071
11719799_a_at	MBD4	ENSG00000129071
11756936_a_at	MBD4	ENSG00000129071
11760223_at	MBD4	ENSG00000129071
11760224_at	MBD4	ENSG00000129071
11743275_a_at	COPB1	ENSG00000129083
11759481_at	COPB1	ENSG00000129083
11741042_a_at	PSMA1	ENSG00000129084
11718582_a_at	PSMA1	ENSG00000129084
11741066_a_at	SUMF2	ENSG00000129103
11741067_x_at	SUMF2	ENSG00000129103
11741689_s_at	SUMF2	ENSG00000129103
11725026_a_at	SUMF2	ENSG00000129103
11741690_x_at	SUMF2	ENSG00000129103
11748021_x_at	SUMF2	ENSG00000129103
11734411_x_at	SUMF2	ENSG00000129103
11733083_s_at	PALLD	ENSG00000129116
11733084_a_at	PALLD	ENSG00000129116
11755122_a_at	PALLD	ENSG00000129116
11721116_x_at	SPCS3	ENSG00000129128
11721117_at	SPCS3	ENSG00000129128
11721115_at	SPCS3	ENSG00000129128
11719538_at	BBOX1	ENSG00000129151
11730273_at	MYOD1	ENSG00000129152
11760893_x_at	SERGEF	ENSG00000129158
11756092_a_at	SERGEF	ENSG00000129158
11747382_a_at	SERGEF	ENSG00000129158
11728567_at	KCNC1	ENSG00000129159
11737520_a_at	KCNC1	ENSG00000129159
11757229_a_at	TPH1	ENSG00000129167
11740863_at	TPH1	ENSG00000129167
11740862_a_at	TPH1	ENSG00000129167
11732186_at	CSRP3	ENSG00000129170
11728957_a_at	E2F8	ENSG00000129173
11747943_a_at	E2F8	ENSG00000129173
11728958_x_at	E2F8	ENSG00000129173
11729166_a_at	DCTD	ENSG00000129187
11729167_a_at	DCTD	ENSG00000129187
11736094_a_at	DCTD	ENSG00000129187
11757342_x_at	DCTD	ENSG00000129187
11729168_x_at	DCTD	ENSG00000129187
11748056_a_at	SOX15	ENSG00000129194
11726887_a_at	SOX15	ENSG00000129194
11748057_x_at	SOX15	ENSG00000129194
11723747_a_at	PIMREG	ENSG00000129195
11756678_x_at	PIMREG	ENSG00000129195
11744627_x_at	RPAIN	ENSG00000129197
11736269_a_at	RPAIN	ENSG00000129197
11744832_x_at	RPAIN	ENSG00000129197
11757656_x_at	RPAIN	ENSG00000129197
11744626_a_at	RPAIN	ENSG00000129197
11744831_a_at	RPAIN	ENSG00000129197
11753225_a_at	RPAIN	ENSG00000129197
11748334_x_at	RPAIN	ENSG00000129197
11748333_a_at	RPAIN	ENSG00000129197
11756000_x_at	SHBG	ENSG00000129214
11741902_a_at	SHBG	ENSG00000129214
11750537_a_at	SHBG	ENSG00000129214
11763156_at	SHBG	ENSG00000129214
11763157_x_at	SHBG	ENSG00000129214
11747184_a_at	SHBG	ENSG00000129214
11748616_a_at	PLD2	ENSG00000129219
11757187_a_at	PLD2	ENSG00000129219
11742226_a_at	AIPL1	ENSG00000129221
11727434_a_at	AIPL1	ENSG00000129221
11755988_x_at	AIPL1	ENSG00000129221
11727435_a_at	AIPL1	ENSG00000129221
11727436_x_at	AIPL1	ENSG00000129221
11729741_x_at	CD68	ENSG00000129226
11742857_at	TXNDC17	ENSG00000129235
11757541_x_at	TXNDC17	ENSG00000129235
11726986_at	ATP1B2	ENSG00000129244
11726987_at	ATP1B2	ENSG00000129244
11716632_at	FXR2	ENSG00000129245
11717776_at	KIF1C	ENSG00000129250
11747542_a_at	MPDU1	ENSG00000129255
11747202_x_at	MPDU1	ENSG00000129255
11747543_x_at	MPDU1	ENSG00000129255
11716227_a_at	MPDU1	ENSG00000129255
11716228_x_at	MPDU1	ENSG00000129255
11762319_at	MPDU1	ENSG00000129255
11727530_a_at	PHF20L1	ENSG00000129292
11742454_s_at	PHF20L1	ENSG00000129292
11733292_a_at	PHF20L1	ENSG00000129292
11727531_at	PHF20L1	ENSG00000129292
11727528_a_at	PHF20L1	ENSG00000129292
11727529_at	PHF20L1	ENSG00000129292
11733294_at	PHF20L1	ENSG00000129292
11742453_at	PHF20L1	ENSG00000129292
11733293_at	PHF20L1	ENSG00000129292
11743089_a_at	LRRC6	ENSG00000129295
11740231_a_at	CCNT1	ENSG00000129315
11727136_a_at	PUS7L	ENSG00000129317
11727134_s_at	PUS7L	ENSG00000129317
11727135_a_at	PUS7L	ENSG00000129317
11725948_at	KRI1	ENSG00000129347
11725949_x_at	KRI1	ENSG00000129347
11755336_a_at	KRI1	ENSG00000129347
11740781_a_at	ILF3	ENSG00000129351
11750988_a_at	ILF3	ENSG00000129351
11718548_x_at	ILF3	ENSG00000129351
11754908_a_at	ILF3	ENSG00000129351
11722560_a_at	ILF3	ENSG00000129351
11718546_s_at	ILF3	ENSG00000129351
11718547_a_at	ILF3	ENSG00000129351
11718549_a_at	ILF3	ENSG00000129351
11720316_s_at	SLC44A2	ENSG00000129353
11740973_s_at	SLC44A2	ENSG00000129353
11754209_a_at	SLC44A2	ENSG00000129353
11717062_at	AP1M2	ENSG00000129354
11725107_at	CDKN2D	ENSG00000129355
11716914_a_at	MTUS1	ENSG00000129422
11716913_a_at	MTUS1	ENSG00000129422
11716915_a_at	MTUS1	ENSG00000129422
11724476_a_at	MTUS1	ENSG00000129422
11724475_a_at	MTUS1	ENSG00000129422
11762819_at	KLK14	ENSG00000129437
11735529_s_at	KLK14	ENSG00000129437
11729874_at	SIGLEC9	ENSG00000129450
11760693_at	SIGLEC9	ENSG00000129450
11727659_a_at	KLK10	ENSG00000129451
11727658_s_at	KLK10	ENSG00000129451
11742409_x_at	KLK8	ENSG00000129455
11731283_a_at	KLK8	ENSG00000129455
11743868_s_at	NGDN	ENSG00000129460
11743867_at	NGDN	ENSG00000129460
11722629_a_at	NGDN	ENSG00000129460
11747951_a_at1	RIPK3	ENSG00000129465
11751012_a_at1	RIPK3	ENSG00000129465
11723020_a_at1	RIPK3	ENSG00000129465
11761088_at1	RIPK3	ENSG00000129465
11755003_a_at1	ADCY4	ENSG00000129467
11758104_s_at	RAB2B	ENSG00000129472
11744458_a_at	RAB2B	ENSG00000129472
11717172_a_at	BCL2L2	ENSG00000129473
11717171_at	BCL2L2	ENSG00000129473
11751290_a_at	BCL2L2	ENSG00000129473
11745543_x_at	AJUBA	ENSG00000129474
11726012_a_at	AJUBA	ENSG00000129474
11726013_a_at	AJUBA	ENSG00000129474
11728044_a_at	DTD2	ENSG00000129480
11748434_a_at	PARP2	ENSG00000129484
11720561_x_at	PARP2	ENSG00000129484
11733931_a_at	PARP2	ENSG00000129484
11758931_a_at	HEATR5A	ENSG00000129493
11750577_a_at	HEATR5A	ENSG00000129493
11725229_s_at	HEATR5A	ENSG00000129493
11748971_a_at	FOXA1	ENSG00000129514
11723333_at	FOXA1	ENSG00000129514
11746327_a_at	SNX6	ENSG00000129515
11732267_s_at	SNX6	ENSG00000129515
11757271_s_at	SNX6	ENSG00000129515
11717353_at	EAPP	ENSG00000129518
11733852_at	EGLN3	ENSG00000129521
11760606_s_at	EGLN3	ENSG00000129521
11757444_a_at	EGLN3	ENSG00000129521
11731004_at	MIS18BP1	ENSG00000129534
11731005_at	MIS18BP1	ENSG00000129534
11731006_s_at	MIS18BP1	ENSG00000129534
11731007_a_at	MIS18BP1	ENSG00000129534
11753940_a_at1	NRL	ENSG00000129535
11737887_a_at1	NRL	ENSG00000129535
11716222_a_at	RNASE1	ENSG00000129538
11715967_a_at1	NEDD8	ENSG00000129559
11757472_x_at1	NEDD8	ENSG00000129559
11754081_a_at1	NEDD8	ENSG00000129559
11757687_x_at	DAD1	ENSG00000129562
11720317_a_at	DAD1	ENSG00000129562
200046_PM_at	DAD1	ENSG00000129562
11754060_a_at	DAD1	ENSG00000129562
11723894_a_at	TEP1	ENSG00000129566
11750660_a_at	TEP1	ENSG00000129566
11723895_a_at	TEP1	ENSG00000129566
11727604_a_at	EPB41L4A	ENSG00000129595
11762015_at	EPB41L4A	ENSG00000129595
11717913_at	CDO1	ENSG00000129596
11748563_s_at	REEP5	ENSG00000129625
11748564_x_at	REEP5	ENSG00000129625
11716615_s_at	REEP5	ENSG00000129625
11748988_x_at	REEP5	ENSG00000129625
11748631_a_at	REEP5	ENSG00000129625
11750034_a_at	REEP5	ENSG00000129625
11748987_a_at	REEP5	ENSG00000129625
11716616_a_at	REEP5	ENSG00000129625
11750035_x_at	REEP5	ENSG00000129625
11749957_x_at	REEP5	ENSG00000129625
11726269_a_at	ITFG1	ENSG00000129636
11732009_a_at	QRICH2	ENSG00000129646
11721619_at	FOXJ1	ENSG00000129654
11721620_at	FOXJ1	ENSG00000129654
11717754_a_at	SEC14L1	ENSG00000129657
11717753_a_at	SEC14L1	ENSG00000129657
11717755_x_at	SEC14L1	ENSG00000129657
11750491_a_at	SEC14L1	ENSG00000129657
11717752_s_at	SEC14L1	ENSG00000129657
11739796_a_at	RHBDF2	ENSG00000129667
11739795_a_at	RHBDF2	ENSG00000129667
11749501_a_at	RHBDF2	ENSG00000129667
11744813_a_at	AANAT	ENSG00000129673
11752189_a_at	ARHGEF6	ENSG00000129675
11723368_a_at	ARHGEF6	ENSG00000129675
11752825_a_at	ARHGEF6	ENSG00000129675
11759504_at	MAP7D3	ENSG00000129680
11743564_x_at	MAP7D3	ENSG00000129680
11749122_a_at	MAP7D3	ENSG00000129680
11743563_a_at	MAP7D3	ENSG00000129680
11741441_a_at	FGF13	ENSG00000129682
11720717_a_at	FGF13	ENSG00000129682
11720716_a_at	FGF13	ENSG00000129682
11739012_a_at	ASH2L	ENSG00000129691
11739013_s_at	ASH2L	ENSG00000129691
11727041_a_at	TTI2	ENSG00000129696
11741142_a_at	TTI2	ENSG00000129696
11727042_s_at	TTI2	ENSG00000129696
11727043_x_at	TTI2	ENSG00000129696
11741918_at	ART1	ENSG00000129744
11732891_a_at	CHRNA10	ENSG00000129749
11732892_at	CHRNA10	ENSG00000129749
11763717_a_at1	CDKN1C	ENSG00000129757
11763718_x_at1	CDKN1C	ENSG00000129757
11764032_at1	CDKN1C	ENSG00000129757
11729118_a_at1	CDKN1C	ENSG00000129757
11760461_at	SGO1	ENSG00000129810
11753400_a_at	SGO1	ENSG00000129810
11730515_a_at	SGO1	ENSG00000129810
11716411_x_at	RPS4Y1	ENSG00000129824
11728898_at	CDH15	ENSG00000129910
11719529_at	KLF16	ENSG00000129911
11753185_x_at	KLF16	ENSG00000129911
11719530_x_at	KLF16	ENSG00000129911
11753184_s_at	KLF16	ENSG00000129911
11722623_at	PGAP6	ENSG00000129925
11722622_at	PGAP6	ENSG00000129925
11729788_at	DOHH	ENSG00000129932
11729789_at	DOHH	ENSG00000129932
11725461_s_at	MAU2	ENSG00000129933
11725462_at	MAU2	ENSG00000129933
11725463_x_at	MAU2	ENSG00000129933
11728145_a_at	SHC2	ENSG00000129946
11755712_x_at1	PLPPR3	ENSG00000129951
11733606_x_at1	PLPPR3	ENSG00000129951
11742636_at1	INS-IGF2	ENSG00000129965
11724844_s_at	ABHD17A	ENSG00000129968
11715966_s_at	ABHD17A	ENSG00000129968
11744940_s_at	ABHD17A	ENSG00000129968
11728366_a_at	LBP	ENSG00000129988
11743995_a_at	SYT5	ENSG00000129990
11748499_a_at	SYT5	ENSG00000129990
11722648_a_at	TNNI3	ENSG00000129991
11734089_a_at	CBFA2T3	ENSG00000129993
11734088_a_at	CBFA2T3	ENSG00000129993
11752097_a_at	CBFA2T3	ENSG00000129993
11735225_x_at	GAMT	ENSG00000130005
11751746_a_at	GAMT	ENSG00000130005
11748454_a_at	PUDP	ENSG00000130021
11751354_a_at	PUDP	ENSG00000130021
11719628_a_at	PUDP	ENSG00000130021
11738207_a_at1	ERMARD	ENSG00000130023
11760107_a_at	PHF10	ENSG00000130024
11760108_a_at	PHF10	ENSG00000130024
11724070_a_at	PHF10	ENSG00000130024
11724071_at	PHF10	ENSG00000130024
11731906_at	PRRG3	ENSG00000130032
11737220_at	GALNT8	ENSG00000130035
11729023_at	KCNA5	ENSG00000130037
11729024_at	KCNA5	ENSG00000130037
11738024_a_at	CRACR2A	ENSG00000130038
11737647_at	CRACR2A	ENSG00000130038
11741982_a_at	CRACR2A	ENSG00000130038
11715332_at	NXNL2	ENSG00000130045
11715334_s_at	NXNL2	ENSG00000130045
11715333_s_at	NXNL2	ENSG00000130045
11741383_a_at	STARD8	ENSG00000130052
11741384_x_at	STARD8	ENSG00000130052
11734317_a_at	STARD8	ENSG00000130052
11729081_at	FAM155B	ENSG00000130054
11728822_a_at	GDPD2	ENSG00000130055
11760200_a_at	SAT1	ENSG00000130066
11743036_s_at	SAT1	ENSG00000130066
11763704_a_at	SAT1	ENSG00000130066
11743701_at	GNL3L	ENSG00000130119
11754466_a_at	SH3BP4	ENSG00000130147
11751004_x_at	SH3BP4	ENSG00000130147
11720658_a_at	SH3BP4	ENSG00000130147
11743736_at	MOSPD2	ENSG00000130150
11764146_s_at	MOSPD2	ENSG00000130150
11759511_at	MOSPD2	ENSG00000130150
11719400_a_at	DOCK6	ENSG00000130158
11719399_a_at	DOCK6	ENSG00000130158
11718417_a_at	ECSIT	ENSG00000130159
11720029_a_at	LDLR	ENSG00000130164
11748045_x_at	LDLR	ENSG00000130164
11720028_x_at	LDLR	ENSG00000130164
11746974_a_at	LDLR	ENSG00000130164
11721400_a_at	ELOF1	ENSG00000130165
11761297_x_at	TSPAN16	ENSG00000130167
11761296_a_at	TSPAN16	ENSG00000130167
11741786_a_at	TSPAN16	ENSG00000130167
11756040_a_at	ANGPTL8	ENSG00000130173
11744126_a_at	PRKCSH	ENSG00000130175
11747737_x_at	CNN1	ENSG00000130176
11747736_s_at	CNN1	ENSG00000130176
11734310_a_at	CNN1	ENSG00000130176
11734311_s_at	CNN1	ENSG00000130176
11754804_x_at	CDC16	ENSG00000130177
11716809_a_at	CDC16	ENSG00000130177
11746107_a_at	CDC16	ENSG00000130177
11719625_a_at	CDC16	ENSG00000130177
11746106_a_at	CDC16	ENSG00000130177
11760270_at	CDC16	ENSG00000130177
11730538_a_at	ZSCAN10	ENSG00000130182
11730539_x_at	ZSCAN10	ENSG00000130182
11747819_x_at	THEM6	ENSG00000130193
11750477_s_at	THEM6	ENSG00000130193
11750478_x_at	THEM6	ENSG00000130193
11719528_at	NECTIN2	ENSG00000130202
11718065_a_at	NECTIN2	ENSG00000130202
11744068_x_at	APOE	ENSG00000130203
11751070_x_at	TOMM40	ENSG00000130204
11717986_a_at	APOC1	ENSG00000130208
11763649_x_at	APOC1	ENSG00000130208
11757373_x_at	APOC1	ENSG00000130208
11763648_x_at	APOC1	ENSG00000130208
11763647_at	APOC1	ENSG00000130208
11756314_a_at	GADD45G	ENSG00000130222
11751943_a_at	LRCH2	ENSG00000130224
11729906_x_at	LRCH2	ENSG00000130224
11729905_a_at	LRCH2	ENSG00000130224
11724002_a_at	DPP6	ENSG00000130226
11752286_a_at	DPP6	ENSG00000130226
11724003_a_at	DPP6	ENSG00000130226
11763657_s_at	DPP6	ENSG00000130226
11739120_a_at	XPO7	ENSG00000130227
11739121_a_at	XPO7	ENSG00000130227
11736605_a_at	XPO7	ENSG00000130227
11725626_a_at	ACE2	ENSG00000130234
11725624_at	ACE2	ENSG00000130234
11725625_s_at	ACE2	ENSG00000130234
11725109_a_at	FAM98C	ENSG00000130244
11748911_a_at	SAFB2	ENSG00000130254
11760353_at	SAFB2	ENSG00000130254
11739234_at	SAFB2	ENSG00000130254
11760352_a_at	SAFB2	ENSG00000130254
11739233_a_at	SAFB2	ENSG00000130254
11758973_x_at	RPL36	ENSG00000130255
11715232_x_at	RPL36	ENSG00000130255
11715231_x_at	RPL36	ENSG00000130255
11750574_a_at	ATP8B3	ENSG00000130270
11729508_a_at	ATP8B3	ENSG00000130270
11752214_a_at	NCAN	ENSG00000130287
11724892_a_at	NCAN	ENSG00000130287
11736040_a_at	KIF1A	ENSG00000130294
11736041_a_at	KIF1A	ENSG00000130294
11736039_a_at	KIF1A	ENSG00000130294
11757877_a_at	KIF1A	ENSG00000130294
11755642_a_at	KIF1A	ENSG00000130294
11724991_a_at	GTPBP3	ENSG00000130299
11733959_x_at	GTPBP3	ENSG00000130299
11733958_a_at	GTPBP3	ENSG00000130299
11753176_a_at	GTPBP3	ENSG00000130299
11724992_x_at	GTPBP3	ENSG00000130299
11763760_a_at	PLVAP	ENSG00000130300
11716920_at	PLVAP	ENSG00000130300
11716034_a_at	BST2	ENSG00000130303
11716036_x_at	BST2	ENSG00000130303
